Reference area,ISO,Country,TIME_PERIOD,OBS_VALUE
Kuwait,KWT,Kuwait,2010,62.13
Kuwait,KWT,Kuwait,2011,65.82
Kuwait,KWT,Kuwait,2012,66.03
Kuwait,KWT,Kuwait,2013,67.07
Kuwait,KWT,Kuwait,2014,50.91
Kuwait,KWT,Kuwait,2015,65.27
Kuwait,KWT,Kuwait,2016,60.52
Kuwait,KWT,Kuwait,2017,58.98
Kuwait,KWT,Kuwait,2018,64.53
Kuwait,KWT,Kuwait,2019,53.91
Kuwait,KWT,Kuwait,2020,54.88
Moldova,MDA,Moldova,2000,28.07
Moldova,MDA,Moldova,2001,28.02
Moldova,MDA,Moldova,2002,30.85
Moldova,MDA,Moldova,2003,24.79
Moldova,MDA,Moldova,2004,23.06
Moldova,MDA,Moldova,2005,22.27
Moldova,MDA,Moldova,2006,20.95
Moldova,MDA,Moldova,2007,19.52
Moldova,MDA,Moldova,2008,18.47
Moldova,MDA,Moldova,2009,19.13
Moldova,MDA,Moldova,2010,20.05
Moldova,MDA,Moldova,2011,20.33
Moldova,MDA,Moldova,2012,20.05
Moldova,MDA,Moldova,2013,19.55
Moldova,MDA,Moldova,2014,18.38
Moldova,MDA,Moldova,2015,17.83
Moldova,MDA,Moldova,2016,16.7
Moldova,MDA,Moldova,2017,14.89
Moldova,MDA,Moldova,2018,16.78
Moldova,MDA,Moldova,2019,15.44
Moldova,MDA,Moldova,2020,14.4
Slovenia,SVN,Slovenia,2000,20.4
Slovenia,SVN,Slovenia,2001,19.76
Slovenia,SVN,Slovenia,2002,22.31
Slovenia,SVN,Slovenia,2003,23.5
Slovenia,SVN,Slovenia,2004,20.57
Slovenia,SVN,Slovenia,2005,21.65
Slovenia,SVN,Slovenia,2006,22.66
Slovenia,SVN,Slovenia,2007,17.62
Slovenia,SVN,Slovenia,2008,17.94
Slovenia,SVN,Slovenia,2009,18.57
Slovenia,SVN,Slovenia,2010,18.57
Slovenia,SVN,Slovenia,2011,20.28
Slovenia,SVN,Slovenia,2012,17.98
Slovenia,SVN,Slovenia,2013,17.82
Slovenia,SVN,Slovenia,2014,17.45
Slovenia,SVN,Slovenia,2015,17.37
Slovenia,SVN,Slovenia,2016,16.12
Slovenia,SVN,Slovenia,2017,16.18
Slovenia,SVN,Slovenia,2018,17.81
Slovenia,SVN,Slovenia,2019,13.65
Slovenia,SVN,Slovenia,2020,14
Saudi Arabia,SAU,Saudi Arabia,2000,56.38
Saudi Arabia,SAU,Saudi Arabia,2001,53.77
Saudi Arabia,SAU,Saudi Arabia,2002,53.38
Saudi Arabia,SAU,Saudi Arabia,2003,65.69
Saudi Arabia,SAU,Saudi Arabia,2004,62.39
Saudi Arabia,SAU,Saudi Arabia,2005,60.99
Saudi Arabia,SAU,Saudi Arabia,2006,59.2
Saudi Arabia,SAU,Saudi Arabia,2007,61.22
Saudi Arabia,SAU,Saudi Arabia,2008,68.51
Saudi Arabia,SAU,Saudi Arabia,2009,63.95
Saudi Arabia,SAU,Saudi Arabia,2010,60.75
Saudi Arabia,SAU,Saudi Arabia,2011,62.43
Saudi Arabia,SAU,Saudi Arabia,2012,66.26
Saudi Arabia,SAU,Saudi Arabia,2013,65.67
Saudi Arabia,SAU,Saudi Arabia,2014,52.65
Saudi Arabia,SAU,Saudi Arabia,2015,66.66
Saudi Arabia,SAU,Saudi Arabia,2016,58.77
Saudi Arabia,SAU,Saudi Arabia,2017,60.42
Saudi Arabia,SAU,Saudi Arabia,2018,64.02
Saudi Arabia,SAU,Saudi Arabia,2019,60.64
Saudi Arabia,SAU,Saudi Arabia,2020,55.47
Macau (China),MAC,Macau (China),2000,30.04
Macau (China),MAC,Macau (China),2001,30.4
Macau (China),MAC,Macau (China),2002,30.5
Macau (China),MAC,Macau (China),2003,31.4
Macau (China),MAC,Macau (China),2004,31.89
Macau (China),MAC,Macau (China),2005,32.37
Macau (China),MAC,Macau (China),2006,32.04
Macau (China),MAC,Macau (China),2007,32.14
Macau (China),MAC,Macau (China),2008,32.54
Macau (China),MAC,Macau (China),2009,33.73
Macau (China),MAC,Macau (China),2010,27.78
Macau (China),MAC,Macau (China),2011,30.8
Macau (China),MAC,Macau (China),2012,28.55
Macau (China),MAC,Macau (China),2013,33.81
Macau (China),MAC,Macau (China),2014,33.1
Macau (China),MAC,Macau (China),2015,29.62
Macau (China),MAC,Macau (China),2016,27.6
Macau (China),MAC,Macau (China),2017,27.69
Macau (China),MAC,Macau (China),2018,23.79
Macau (China),MAC,Macau (China),2019,22.66
Macau (China),MAC,Macau (China),2020,20.69
Spain,ESP,Spain,2000,16.1
Spain,ESP,Spain,2001,15.08
Spain,ESP,Spain,2002,15.22
Spain,ESP,Spain,2003,15.61
Spain,ESP,Spain,2004,14.5
Spain,ESP,Spain,2005,14.49
Spain,ESP,Spain,2006,15.13
Spain,ESP,Spain,2007,14.53
Spain,ESP,Spain,2008,13
Spain,ESP,Spain,2009,13.12
Spain,ESP,Spain,2010,12.45
Spain,ESP,Spain,2011,13.43
Spain,ESP,Spain,2012,12.08
Spain,ESP,Spain,2013,11.3
Spain,ESP,Spain,2014,10.64
Spain,ESP,Spain,2015,11.34
Spain,ESP,Spain,2016,10.41
Spain,ESP,Spain,2017,10.53
Spain,ESP,Spain,2018,10.28
Spain,ESP,Spain,2019,9.47
Spain,ESP,Spain,2020,9.69
Iran,IRN,Iran,2000,36.45
Iran,IRN,Iran,2001,35.98
Iran,IRN,Iran,2002,35.17
Iran,IRN,Iran,2003,38.88
Iran,IRN,Iran,2004,35.08
Iran,IRN,Iran,2005,34.95
Iran,IRN,Iran,2006,35.52
Iran,IRN,Iran,2007,36.43
Iran,IRN,Iran,2008,41.55
Iran,IRN,Iran,2009,40.51
Iran,IRN,Iran,2010,38.24
Iran,IRN,Iran,2011,39.45
Iran,IRN,Iran,2012,38.04
Iran,IRN,Iran,2013,38.83
Iran,IRN,Iran,2014,36.55
Iran,IRN,Iran,2015,38.89
Iran,IRN,Iran,2016,37.45
Iran,IRN,Iran,2017,35.28
Iran,IRN,Iran,2018,37.99
Iran,IRN,Iran,2019,34.14
Iran,IRN,Iran,2020,32.35
Sri Lanka,LKA,Sri Lanka,2000,25.14
Sri Lanka,LKA,Sri Lanka,2001,25.15
Sri Lanka,LKA,Sri Lanka,2002,24.2
Sri Lanka,LKA,Sri Lanka,2003,24.61
Sri Lanka,LKA,Sri Lanka,2004,24.58
Sri Lanka,LKA,Sri Lanka,2005,25.38
Sri Lanka,LKA,Sri Lanka,2006,24.95
Sri Lanka,LKA,Sri Lanka,2007,25.37
Sri Lanka,LKA,Sri Lanka,2008,25.59
Sri Lanka,LKA,Sri Lanka,2009,24.64
Sri Lanka,LKA,Sri Lanka,2010,21.59
Sri Lanka,LKA,Sri Lanka,2011,18.9
Sri Lanka,LKA,Sri Lanka,2012,20.42
Sri Lanka,LKA,Sri Lanka,2013,21.48
Sri Lanka,LKA,Sri Lanka,2014,19.37
Sri Lanka,LKA,Sri Lanka,2015,17.52
Sri Lanka,LKA,Sri Lanka,2016,19.1
Sri Lanka,LKA,Sri Lanka,2017,17.93
Sri Lanka,LKA,Sri Lanka,2018,20.5
Sri Lanka,LKA,Sri Lanka,2019,19.39
Sri Lanka,LKA,Sri Lanka,2020,19.54
Armenia,ARM,Armenia,2000,25.78
Armenia,ARM,Armenia,2001,26.61
Armenia,ARM,Armenia,2002,26.45
Armenia,ARM,Armenia,2003,27.1
Armenia,ARM,Armenia,2004,26.46
Armenia,ARM,Armenia,2005,26.83
Armenia,ARM,Armenia,2006,26.5
Armenia,ARM,Armenia,2007,27.21
Armenia,ARM,Armenia,2008,28.56
Armenia,ARM,Armenia,2009,31.05
Armenia,ARM,Armenia,2010,33.57
Armenia,ARM,Armenia,2011,40.59
Armenia,ARM,Armenia,2012,41.78
Armenia,ARM,Armenia,2013,39.74
Armenia,ARM,Armenia,2014,37.63
Armenia,ARM,Armenia,2015,37.17
Armenia,ARM,Armenia,2016,34.94
Armenia,ARM,Armenia,2017,33.17
Armenia,ARM,Armenia,2018,33.25
Armenia,ARM,Armenia,2019,31.58
Armenia,ARM,Armenia,2020,29.39
Thailand,THA,Thailand,2000,38.37
Thailand,THA,Thailand,2001,37.51
Thailand,THA,Thailand,2002,38.92
Thailand,THA,Thailand,2003,37.24
Thailand,THA,Thailand,2004,39.51
Thailand,THA,Thailand,2005,38.99
Thailand,THA,Thailand,2006,38.57
Thailand,THA,Thailand,2007,40.4
Thailand,THA,Thailand,2008,39.14
Thailand,THA,Thailand,2009,37.51
Thailand,THA,Thailand,2010,32.75
Thailand,THA,Thailand,2011,28.47
Thailand,THA,Thailand,2012,30.95
Thailand,THA,Thailand,2013,33.82
Thailand,THA,Thailand,2014,29.43
Thailand,THA,Thailand,2015,27.65
Thailand,THA,Thailand,2016,29.85
Thailand,THA,Thailand,2017,26.62
Thailand,THA,Thailand,2018,29.46
Thailand,THA,Thailand,2019,29.83
Thailand,THA,Thailand,2020,30.46
United Arab Emirates,ARE,United Arab Emirates,2000,42.42
United Arab Emirates,ARE,United Arab Emirates,2001,43.34
United Arab Emirates,ARE,United Arab Emirates,2002,37.89
United Arab Emirates,ARE,United Arab Emirates,2003,46.86
United Arab Emirates,ARE,United Arab Emirates,2004,46.61
United Arab Emirates,ARE,United Arab Emirates,2005,41.88
United Arab Emirates,ARE,United Arab Emirates,2006,41.09
United Arab Emirates,ARE,United Arab Emirates,2007,43.88
United Arab Emirates,ARE,United Arab Emirates,2008,48.58
United Arab Emirates,ARE,United Arab Emirates,2009,43.61
United Arab Emirates,ARE,United Arab Emirates,2010,41.22
United Arab Emirates,ARE,United Arab Emirates,2011,45.08
United Arab Emirates,ARE,United Arab Emirates,2012,48.02
United Arab Emirates,ARE,United Arab Emirates,2013,42.2
United Arab Emirates,ARE,United Arab Emirates,2014,37.84
United Arab Emirates,ARE,United Arab Emirates,2015,47.14
United Arab Emirates,ARE,United Arab Emirates,2016,42.33
United Arab Emirates,ARE,United Arab Emirates,2017,43.41
United Arab Emirates,ARE,United Arab Emirates,2018,45.07
United Arab Emirates,ARE,United Arab Emirates,2019,40.79
United Arab Emirates,ARE,United Arab Emirates,2020,35.36
Syrian Arab Republic,SYR,Syrian Arab Republic,2000,22.73
Syrian Arab Republic,SYR,Syrian Arab Republic,2001,23.81
Syrian Arab Republic,SYR,Syrian Arab Republic,2002,24.83
Syrian Arab Republic,SYR,Syrian Arab Republic,2003,25.54
Syrian Arab Republic,SYR,Syrian Arab Republic,2004,25.44
Syrian Arab Republic,SYR,Syrian Arab Republic,2005,24.05
Syrian Arab Republic,SYR,Syrian Arab Republic,2006,26.32
Syrian Arab Republic,SYR,Syrian Arab Republic,2007,26.87
Syrian Arab Republic,SYR,Syrian Arab Republic,2008,27.81
Syrian Arab Republic,SYR,Syrian Arab Republic,2009,26.34
Syrian Arab Republic,SYR,Syrian Arab Republic,2010,28.99
Syrian Arab Republic,SYR,Syrian Arab Republic,2011,25.53
Syrian Arab Republic,SYR,Syrian Arab Republic,2012,24.39
Syrian Arab Republic,SYR,Syrian Arab Republic,2013,26.07
Syrian Arab Republic,SYR,Syrian Arab Republic,2014,25.46
Syrian Arab Republic,SYR,Syrian Arab Republic,2015,26.62
Syrian Arab Republic,SYR,Syrian Arab Republic,2016,25.34
Syrian Arab Republic,SYR,Syrian Arab Republic,2017,24.42
Syrian Arab Republic,SYR,Syrian Arab Republic,2018,25.66
Syrian Arab Republic,SYR,Syrian Arab Republic,2019,26.23
Syrian Arab Republic,SYR,Syrian Arab Republic,2020,24.49
Monaco,MCO,Monaco,2000,17.15
Monaco,MCO,Monaco,2001,16.13
Monaco,MCO,Monaco,2002,16.81
Monaco,MCO,Monaco,2003,18.18
Monaco,MCO,Monaco,2004,15.51
Monaco,MCO,Monaco,2005,15.96
Monaco,MCO,Monaco,2006,16.21
Monaco,MCO,Monaco,2007,15.7
Monaco,MCO,Monaco,2008,14.44
Monaco,MCO,Monaco,2009,14.64
Monaco,MCO,Monaco,2010,13.98
Monaco,MCO,Monaco,2011,15.11
Monaco,MCO,Monaco,2012,13.46
Monaco,MCO,Monaco,2013,12.59
Monaco,MCO,Monaco,2014,11.58
Monaco,MCO,Monaco,2015,12.64
Monaco,MCO,Monaco,2016,11.15
Monaco,MCO,Monaco,2017,11.19
Monaco,MCO,Monaco,2018,11.46
Monaco,MCO,Monaco,2019,10.32
Monaco,MCO,Monaco,2020,10.24
Albania,ALB,Albania,2000,21.9
Albania,ALB,Albania,2001,20.85
Albania,ALB,Albania,2002,23.2
Albania,ALB,Albania,2003,25.52
Albania,ALB,Albania,2004,22.44
Albania,ALB,Albania,2005,22.34
Albania,ALB,Albania,2006,23.19
Albania,ALB,Albania,2007,20.85
Albania,ALB,Albania,2008,20.11
Albania,ALB,Albania,2009,20.58
Albania,ALB,Albania,2010,20.47
Albania,ALB,Albania,2011,22.38
Albania,ALB,Albania,2012,20.56
Albania,ALB,Albania,2013,19.06
Albania,ALB,Albania,2014,19.05
Albania,ALB,Albania,2015,18.75
Albania,ALB,Albania,2016,17.28
Albania,ALB,Albania,2017,18.25
Albania,ALB,Albania,2018,18.71
Albania,ALB,Albania,2019,15.43
Albania,ALB,Albania,2020,15.43
Norway,NOR,Norway,2000,10.52
Norway,NOR,Norway,2001,9.14
Norway,NOR,Norway,2002,9.42
Norway,NOR,Norway,2003,10.2
Norway,NOR,Norway,2004,8.76
Norway,NOR,Norway,2005,8.65
Norway,NOR,Norway,2006,10.01
Norway,NOR,Norway,2007,8.56
Norway,NOR,Norway,2008,8.24
Norway,NOR,Norway,2009,8.44
Norway,NOR,Norway,2010,7.88
Norway,NOR,Norway,2011,8.7
Norway,NOR,Norway,2012,7.34
Norway,NOR,Norway,2013,7.06
Norway,NOR,Norway,2014,7.11
Norway,NOR,Norway,2015,6.78
Norway,NOR,Norway,2016,6.25
Norway,NOR,Norway,2017,6.54
Norway,NOR,Norway,2018,6.71
Norway,NOR,Norway,2019,6.39
Norway,NOR,Norway,2020,6.06
Korea,KOR,Korea,2000,24.56
Korea,KOR,Korea,2001,24.17
Korea,KOR,Korea,2002,24.23
Korea,KOR,Korea,2003,24.08
Korea,KOR,Korea,2004,23.71
Korea,KOR,Korea,2005,24.03
Korea,KOR,Korea,2006,24.26
Korea,KOR,Korea,2007,24.22
Korea,KOR,Korea,2008,24.3
Korea,KOR,Korea,2009,23.4
Korea,KOR,Korea,2010,21.62
Korea,KOR,Korea,2011,24.66
Korea,KOR,Korea,2012,25.26
Korea,KOR,Korea,2013,27.19
Korea,KOR,Korea,2014,28.14
Korea,KOR,Korea,2015,26.06
Korea,KOR,Korea,2016,26.42
Korea,KOR,Korea,2017,25.68
Korea,KOR,Korea,2018,25.54
Korea,KOR,Korea,2019,25.5
Korea,KOR,Korea,2020,25.3
Andorra,AND,Andorra,2000,15.58
Andorra,AND,Andorra,2001,14.87
Andorra,AND,Andorra,2002,14.8
Andorra,AND,Andorra,2003,15.05
Andorra,AND,Andorra,2004,13.84
Andorra,AND,Andorra,2005,13.96
Andorra,AND,Andorra,2006,14.07
Andorra,AND,Andorra,2007,13.76
Andorra,AND,Andorra,2008,12.31
Andorra,AND,Andorra,2009,13.32
Andorra,AND,Andorra,2010,11.93
Andorra,AND,Andorra,2011,13.03
Andorra,AND,Andorra,2012,11.87
Andorra,AND,Andorra,2013,10.92
Andorra,AND,Andorra,2014,10.09
Andorra,AND,Andorra,2015,10.77
Andorra,AND,Andorra,2016,9.79
Andorra,AND,Andorra,2017,9.72
Andorra,AND,Andorra,2018,9.58
Andorra,AND,Andorra,2019,8.75
Andorra,AND,Andorra,2020,8.81
Estonia,EST,Estonia,2000,11.5
Estonia,EST,Estonia,2001,10.99
Estonia,EST,Estonia,2002,12.25
Estonia,EST,Estonia,2003,10.4
Estonia,EST,Estonia,2004,9.58
Estonia,EST,Estonia,2005,9.37
Estonia,EST,Estonia,2006,9.27
Estonia,EST,Estonia,2007,8.2
Estonia,EST,Estonia,2008,8.05
Estonia,EST,Estonia,2009,8.12
Estonia,EST,Estonia,2010,8.91
Estonia,EST,Estonia,2011,8.11
Estonia,EST,Estonia,2012,7.84
Estonia,EST,Estonia,2013,7.94
Estonia,EST,Estonia,2014,8.59
Estonia,EST,Estonia,2015,7.09
Estonia,EST,Estonia,2016,6.8
Estonia,EST,Estonia,2017,6.09
Estonia,EST,Estonia,2018,7.72
Estonia,EST,Estonia,2019,6.81
Estonia,EST,Estonia,2020,6.13
Jordan,JOR,Jordan,2000,23.53
Jordan,JOR,Jordan,2001,26.27
Jordan,JOR,Jordan,2002,27.63
Jordan,JOR,Jordan,2003,32.51
Jordan,JOR,Jordan,2004,30.86
Jordan,JOR,Jordan,2005,28.62
Jordan,JOR,Jordan,2006,28.98
Jordan,JOR,Jordan,2007,29.31
Jordan,JOR,Jordan,2008,30
Jordan,JOR,Jordan,2009,30.22
Jordan,JOR,Jordan,2010,32.49
Jordan,JOR,Jordan,2011,28.72
Jordan,JOR,Jordan,2012,28.02
Jordan,JOR,Jordan,2013,31.51
Jordan,JOR,Jordan,2014,29.2
Jordan,JOR,Jordan,2015,30.82
Jordan,JOR,Jordan,2016,27.41
Jordan,JOR,Jordan,2017,27.5
Jordan,JOR,Jordan,2018,30.09
Jordan,JOR,Jordan,2019,30.53
Jordan,JOR,Jordan,2020,28.25
Malta,MLT,Malta,2000,17.67
Malta,MLT,Malta,2001,17.27
Malta,MLT,Malta,2002,17.48
Malta,MLT,Malta,2003,19.25
Malta,MLT,Malta,2004,17.67
Malta,MLT,Malta,2005,16.83
Malta,MLT,Malta,2006,16.58
Malta,MLT,Malta,2007,17.97
Malta,MLT,Malta,2008,17.02
Malta,MLT,Malta,2009,16.19
Malta,MLT,Malta,2010,17.14
Malta,MLT,Malta,2011,16.23
Malta,MLT,Malta,2012,14.19
Malta,MLT,Malta,2013,13.46
Malta,MLT,Malta,2014,13.57
Malta,MLT,Malta,2015,13.82
Malta,MLT,Malta,2016,12.62
Malta,MLT,Malta,2017,12.97
Malta,MLT,Malta,2018,13.18
Malta,MLT,Malta,2019,12.66
Malta,MLT,Malta,2020,11.74
Uzbekistan,UZB,Uzbekistan,2000,29.47
Uzbekistan,UZB,Uzbekistan,2001,28.5
Uzbekistan,UZB,Uzbekistan,2002,28.81
Uzbekistan,UZB,Uzbekistan,2003,27.9
Uzbekistan,UZB,Uzbekistan,2004,27.97
Uzbekistan,UZB,Uzbekistan,2005,27.9
Uzbekistan,UZB,Uzbekistan,2006,29.45
Uzbekistan,UZB,Uzbekistan,2007,29.49
Uzbekistan,UZB,Uzbekistan,2008,30.34
Uzbekistan,UZB,Uzbekistan,2009,31.62
Uzbekistan,UZB,Uzbekistan,2010,33.28
Uzbekistan,UZB,Uzbekistan,2011,43.74
Uzbekistan,UZB,Uzbekistan,2012,43.51
Uzbekistan,UZB,Uzbekistan,2013,42.46
Uzbekistan,UZB,Uzbekistan,2014,39.12
Uzbekistan,UZB,Uzbekistan,2015,37.38
Uzbekistan,UZB,Uzbekistan,2016,37.35
Uzbekistan,UZB,Uzbekistan,2017,34.9
Uzbekistan,UZB,Uzbekistan,2018,34.56
Uzbekistan,UZB,Uzbekistan,2019,33.89
Uzbekistan,UZB,Uzbekistan,2020,31.77
Lebanon,LBN,Lebanon,2000,17.85
Lebanon,LBN,Lebanon,2001,18.98
Lebanon,LBN,Lebanon,2002,19.13
Lebanon,LBN,Lebanon,2003,20.12
Lebanon,LBN,Lebanon,2004,19.92
Lebanon,LBN,Lebanon,2005,18.45
Lebanon,LBN,Lebanon,2006,19.34
Lebanon,LBN,Lebanon,2007,20.15
Lebanon,LBN,Lebanon,2008,19.85
Lebanon,LBN,Lebanon,2009,19.58
Lebanon,LBN,Lebanon,2010,21.67
Lebanon,LBN,Lebanon,2011,19.14
Lebanon,LBN,Lebanon,2012,18.62
Lebanon,LBN,Lebanon,2013,20.03
Lebanon,LBN,Lebanon,2014,20.02
Lebanon,LBN,Lebanon,2015,20.4
Lebanon,LBN,Lebanon,2016,19.16
Lebanon,LBN,Lebanon,2017,18.68
Lebanon,LBN,Lebanon,2018,19.68
Lebanon,LBN,Lebanon,2019,20.33
Lebanon,LBN,Lebanon,2020,18.91
Portugal,PRT,Portugal,2000,13.63
Portugal,PRT,Portugal,2001,13.06
Portugal,PRT,Portugal,2002,13.02
Portugal,PRT,Portugal,2003,13.87
Portugal,PRT,Portugal,2004,12.35
Portugal,PRT,Portugal,2005,12.65
Portugal,PRT,Portugal,2006,13.25
Portugal,PRT,Portugal,2007,12.66
Portugal,PRT,Portugal,2008,10.97
Portugal,PRT,Portugal,2009,11.03
Portugal,PRT,Portugal,2010,10.54
Portugal,PRT,Portugal,2011,11.24
Portugal,PRT,Portugal,2012,9.87
Portugal,PRT,Portugal,2013,9.56
Portugal,PRT,Portugal,2014,9.28
Portugal,PRT,Portugal,2015,9.45
Portugal,PRT,Portugal,2016,8.64
Portugal,PRT,Portugal,2017,9.08
Portugal,PRT,Portugal,2018,8.84
Portugal,PRT,Portugal,2019,7.85
Portugal,PRT,Portugal,2020,8.29
Brunei Darussalam,BRN,Brunei Darussalam,2000,6.89
Brunei Darussalam,BRN,Brunei Darussalam,2001,6.82
Brunei Darussalam,BRN,Brunei Darussalam,2002,7.46
Brunei Darussalam,BRN,Brunei Darussalam,2003,7.12
Brunei Darussalam,BRN,Brunei Darussalam,2004,7.34
Brunei Darussalam,BRN,Brunei Darussalam,2005,7.02
Brunei Darussalam,BRN,Brunei Darussalam,2006,7.57
Brunei Darussalam,BRN,Brunei Darussalam,2007,7.02
Brunei Darussalam,BRN,Brunei Darussalam,2008,6.85
Brunei Darussalam,BRN,Brunei Darussalam,2009,7.18
Brunei Darussalam,BRN,Brunei Darussalam,2010,6.27
Brunei Darussalam,BRN,Brunei Darussalam,2011,7.2
Brunei Darussalam,BRN,Brunei Darussalam,2012,7.6
Brunei Darussalam,BRN,Brunei Darussalam,2013,7.77
Brunei Darussalam,BRN,Brunei Darussalam,2014,8.01
Brunei Darussalam,BRN,Brunei Darussalam,2015,7.73
Brunei Darussalam,BRN,Brunei Darussalam,2016,7.67
Brunei Darussalam,BRN,Brunei Darussalam,2017,7.17
Brunei Darussalam,BRN,Brunei Darussalam,2018,7.41
Brunei Darussalam,BRN,Brunei Darussalam,2019,7.81
Brunei Darussalam,BRN,Brunei Darussalam,2020,7.45
Romania,ROU,Romania,2000,20.21
Romania,ROU,Romania,2001,20.25
Romania,ROU,Romania,2002,22.93
Romania,ROU,Romania,2003,23.69
Romania,ROU,Romania,2004,20.83
Romania,ROU,Romania,2005,21.26
Romania,ROU,Romania,2006,22.43
Romania,ROU,Romania,2007,18.15
Romania,ROU,Romania,2008,18.31
Romania,ROU,Romania,2009,18.97
Romania,ROU,Romania,2010,19.84
Romania,ROU,Romania,2011,21.16
Romania,ROU,Romania,2012,19.24
Romania,ROU,Romania,2013,17.7
Romania,ROU,Romania,2014,17.78
Romania,ROU,Romania,2015,17.25
Romania,ROU,Romania,2016,16.27
Romania,ROU,Romania,2017,16.52
Romania,ROU,Romania,2018,16.64
Romania,ROU,Romania,2019,14.24
Romania,ROU,Romania,2020,13.85
Netherlands,NLD,Netherlands,2000,18.99
Netherlands,NLD,Netherlands,2001,17.2
Netherlands,NLD,Netherlands,2002,17.87
Netherlands,NLD,Netherlands,2003,19.46
Netherlands,NLD,Netherlands,2004,17.5
Netherlands,NLD,Netherlands,2005,17.2
Netherlands,NLD,Netherlands,2006,18.09
Netherlands,NLD,Netherlands,2007,16.8
Netherlands,NLD,Netherlands,2008,15.85
Netherlands,NLD,Netherlands,2009,15.55
Netherlands,NLD,Netherlands,2010,16.16
Netherlands,NLD,Netherlands,2011,16.02
Netherlands,NLD,Netherlands,2012,14.24
Netherlands,NLD,Netherlands,2013,13.19
Netherlands,NLD,Netherlands,2014,12.51
Netherlands,NLD,Netherlands,2015,13.01
Netherlands,NLD,Netherlands,2016,11.86
Netherlands,NLD,Netherlands,2017,12.6
Netherlands,NLD,Netherlands,2018,11.97
Netherlands,NLD,Netherlands,2019,11.27
Netherlands,NLD,Netherlands,2020,10.79
Czechia,CZE,Czechia,2000,20.37
Czechia,CZE,Czechia,2001,21.03
Czechia,CZE,Czechia,2002,23.33
Czechia,CZE,Czechia,2003,24.2
Czechia,CZE,Czechia,2004,20.87
Czechia,CZE,Czechia,2005,22.22
Czechia,CZE,Czechia,2006,23.17
Czechia,CZE,Czechia,2007,18.41
Czechia,CZE,Czechia,2008,18.25
Czechia,CZE,Czechia,2009,19.27
Czechia,CZE,Czechia,2010,20.81
Czechia,CZE,Czechia,2011,20.92
Czechia,CZE,Czechia,2012,19.2
Czechia,CZE,Czechia,2013,18.85
Czechia,CZE,Czechia,2014,18.29
Czechia,CZE,Czechia,2015,17.75
Czechia,CZE,Czechia,2016,16.93
Czechia,CZE,Czechia,2017,16.89
Czechia,CZE,Czechia,2018,17.3
Czechia,CZE,Czechia,2019,14.2
Czechia,CZE,Czechia,2020,14.07
Singapore,SGP,Singapore,2000,20.92
Singapore,SGP,Singapore,2001,19.81
Singapore,SGP,Singapore,2002,19.18
Singapore,SGP,Singapore,2003,17.05
Singapore,SGP,Singapore,2004,17.11
Singapore,SGP,Singapore,2005,17.65
Singapore,SGP,Singapore,2006,20.15
Singapore,SGP,Singapore,2007,17.92
Singapore,SGP,Singapore,2008,17.36
Singapore,SGP,Singapore,2009,17.24
Singapore,SGP,Singapore,2010,14.93
Singapore,SGP,Singapore,2011,15.92
Singapore,SGP,Singapore,2012,17.63
Singapore,SGP,Singapore,2013,18.9
Singapore,SGP,Singapore,2014,17.53
Singapore,SGP,Singapore,2015,17.59
Singapore,SGP,Singapore,2016,16.33
Singapore,SGP,Singapore,2017,16.27
Singapore,SGP,Singapore,2018,16.36
Singapore,SGP,Singapore,2019,17.48
Singapore,SGP,Singapore,2020,13.11
Austria,AUT,Austria,2000,19.09
Austria,AUT,Austria,2001,18.02
Austria,AUT,Austria,2002,18.45
Austria,AUT,Austria,2003,18.96
Austria,AUT,Austria,2004,16.61
Austria,AUT,Austria,2005,18.12
Austria,AUT,Austria,2006,18.55
Austria,AUT,Austria,2007,16.04
Austria,AUT,Austria,2008,15.19
Austria,AUT,Austria,2009,16.47
Austria,AUT,Austria,2010,15.91
Austria,AUT,Austria,2011,16.3
Austria,AUT,Austria,2012,14.65
Austria,AUT,Austria,2013,14.59
Austria,AUT,Austria,2014,12.89
Austria,AUT,Austria,2015,13.53
Austria,AUT,Austria,2016,12.47
Austria,AUT,Austria,2017,12.1
Austria,AUT,Austria,2018,12.54
Austria,AUT,Austria,2019,11.42
Austria,AUT,Austria,2020,10.89
Iceland,ISL,Iceland,2000,8.04
Iceland,ISL,Iceland,2001,7.64
Iceland,ISL,Iceland,2002,8.13
Iceland,ISL,Iceland,2003,8.58
Iceland,ISL,Iceland,2004,8
Iceland,ISL,Iceland,2005,7.72
Iceland,ISL,Iceland,2006,7.89
Iceland,ISL,Iceland,2007,7.54
Iceland,ISL,Iceland,2008,7.41
Iceland,ISL,Iceland,2009,7.36
Iceland,ISL,Iceland,2010,7.04
Iceland,ISL,Iceland,2011,7.23
Iceland,ISL,Iceland,2012,6.6
Iceland,ISL,Iceland,2013,6.45
Iceland,ISL,Iceland,2014,6.25
Iceland,ISL,Iceland,2015,6.18
Iceland,ISL,Iceland,2016,5.69
Iceland,ISL,Iceland,2017,6.31
Iceland,ISL,Iceland,2018,6
Iceland,ISL,Iceland,2019,5.95
Iceland,ISL,Iceland,2020,5.48
Finland,FIN,Finland,2000,8.1
Finland,FIN,Finland,2001,7.47
Finland,FIN,Finland,2002,7.49
Finland,FIN,Finland,2003,8.03
Finland,FIN,Finland,2004,7.28
Finland,FIN,Finland,2005,7.6
